"IBC.code","Start.Date","End.Date","Reported.Minimum","Reported.Maximum","Province"
"k18105","5 Dec 2011","5 Dec 2011",16,16,"Babil"
"k18093","4 Dec 2011","4 Dec 2011",1,1,"Kirkuk"
"k18094","4 Dec 2011","4 Dec 2011",1,1,"Nineveh"
"k18095","4 Dec 2011","4 Dec 2011",1,1,"Anbar"
"k18100","4 Dec 2011","4 Dec 2011",1,1,"Baghdad"
"k18088","3 Dec 2011","3 Dec 2011",3,3,"Baghdad"
"k18089","3 Dec 2011","3 Dec 2011",2,2,"Nineveh"
"k18090","3 Dec 2011","3 Dec 2011",1,1,"Nineveh"
"k18092","3 Dec 2011","3 Dec 2011",1,1,"Baghdad"
"k18085","2 Dec 2011","2 Dec 2011",3,3,NA
"k18086","2 Dec 2011","2 Dec 2011",1,1,"Salah ad Din"
"k18087","2 Dec 2011","2 Dec 2011",4,4,"Baghdad"
"k18091","2 Dec 2011","2 Dec 2011",1,1,"Kirkuk"
"k18078","1 Dec 2011","1 Dec 2011",1,1,"Babil"
"k18079","24 Nov 2011","1 Dec 2011",2,2,"Babil"
"k18080","1 Dec 2011","1 Dec 2011",1,1,"Babil"
"k18081","30 Nov 2011","1 Dec 2011",1,1,"Anbar"
"k18082","1 Dec 2011","1 Dec 2011",1,1,"Nineveh"
"k18083","1 Dec 2011","1 Dec 2011",7,8,"Diyala"
"k18084","1 Dec 2011","1 Dec 2011",13,13,"Diyala"
"k18072","30 Nov 2011","30 Nov 2011",1,1,"Kirkuk"
"k18073","30 Nov 2011","30 Nov 2011",1,1,"Nineveh"
"k18074","30 Nov 2011","30 Nov 2011",2,2,"Nineveh"
"k18075","30 Nov 2011","30 Nov 2011",1,1,"Kirkuk"
"k18077","30 Nov 2011","30 Nov 2011",1,1,"Baghdad"
"k18069","29 Nov 2011","29 Nov 2011",3,3,"Nineveh"
"k18070","29 Nov 2011","29 Nov 2011",2,2,"Nineveh"
"k18071","29 Nov 2011","29 Nov 2011",1,1,"Nineveh"
"k18076","29 Nov 2011","29 Nov 2011",5,5,"Salah ad Din"
"k18064","28 Nov 2011","28 Nov 2011",1,1,"Nineveh"
"k18065","28 Nov 2011","28 Nov 2011",2,2,"Baghdad"
"k18066","28 Nov 2011","28 Nov 2011",1,1,"Kirkuk"
"k18067","28 Nov 2011","28 Nov 2011",19,19,"Baghdad"
"k18068","28 Nov 2011","28 Nov 2011",1,3,"Baghdad"
"k18058","27 Nov 2011","27 Nov 2011",3,3,"Nineveh"
"k18059","27 Nov 2011","27 Nov 2011",1,1,"Nineveh"
"k18060","27 Nov 2011","27 Nov 2011",1,1,"Baghdad"
"k18061","27 Nov 2011","27 Nov 2011",1,1,"Diyala"
"k18062","27 Nov 2011","27 Nov 2011",1,2,"Diyala"
"k18063","27 Nov 2011","27 Nov 2011",2,2,"Baghdad"
"k18049","26 Nov 2011","26 Nov 2011",1,1,"Nineveh"
"k18050","26 Nov 2011","26 Nov 2011",3,3,"Nineveh"
"k18051","26 Nov 2011","26 Nov 2011",1,1,"Diyala"
"k18052","26 Nov 2011","26 Nov 2011",1,1,"Baghdad"
"k18053","26 Nov 2011","26 Nov 2011",1,1,"Salah ad Din"
"k18054","26 Nov 2011","26 Nov 2011",1,1,"Baghdad"
"k18055","26 Nov 2011","26 Nov 2011",8,8,"Baghdad"
"k18056","26 Nov 2011","26 Nov 2011",1,1,"Nineveh"
"k18057","26 Nov 2011","26 Nov 2011",7,8,"Baghdad"
"k18047","25 Nov 2011","25 Nov 2011",1,1,"Baghdad"
"k18048","25 Nov 2011","25 Nov 2011",1,1,"Diyala"
"k18036","24 Nov 2011","24 Nov 2011",1,1,"Diyala"
"k18037","24 Nov 2011","24 Nov 2011",9,9,"Diyala"
"k18038","24 Nov 2011","24 Nov 2011",1,1,"Nineveh"
"k18039","24 Nov 2011","24 Nov 2011",1,1,"Anbar"
"k18041","24 Nov 2011","24 Nov 2011",1,1,"Baghdad"
"k18042","24 Nov 2011","24 Nov 2011",1,1,"Baghdad"
"k18043","24 Nov 2011","24 Nov 2011",2,2,"Nineveh"
"k18044","24 Nov 2011","24 Nov 2011",1,1,"Nineveh"
"k18045","24 Nov 2011","24 Nov 2011",2,2,"Nineveh"
"k18046","24 Nov 2011","24 Nov 2011",4,23,"Basra"
"k18035","23 Nov 2011","23 Nov 2011",1,2,"Baghdad"
"k18032","22 Nov 2011","22 Nov 2011",2,2,"Kirkuk"
"k18033","22 Nov 2011","22 Nov 2011",1,1,"Anbar"
"k18034","22 Nov 2011","22 Nov 2011",1,1,"Salah ad Din"
"k18031","15 Nov 2011","21 Nov 2011",1,1,"Kirkuk"
"k18027","20 Nov 2011","20 Nov 2011",1,1,"Nineveh"
"k18028","20 Nov 2011","20 Nov 2011",1,1,"Diyala"
"k18029","20 Nov 2011","20 Nov 2011",1,1,"Nineveh"
"k18030","20 Nov 2011","20 Nov 2011",1,1,"Kirkuk"
"k18021","19 Nov 2011","19 Nov 2011",4,4,"Baghdad"
"k18022","18 Nov 2011","19 Nov 2011",1,1,"Baghdad"
"k18023","19 Nov 2011","19 Nov 2011",1,1,"Anbar"
"k18024","19 Nov 2011","19 Nov 2011",2,2,"Babil"
"k18025","19 Nov 2011","19 Nov 2011",5,5,"Anbar"
"k18026","19 Nov 2011","19 Nov 2011",2,3,NA
"k18018","18 Nov 2011","18 Nov 2011",1,1,"Nineveh"
"k18019","18 Nov 2011","18 Nov 2011",4,5,"Anbar"
"k18020","18 Nov 2011","18 Nov 2011",2,3,"Baghdad"
"k18012","17 Nov 2011","17 Nov 2011",3,3,"Nineveh"
"k18013","17 Nov 2011","17 Nov 2011",1,1,"Nineveh"
"k18014","17 Nov 2011","17 Nov 2011",1,1,"Salah ad Din"
"k18015","17 Nov 2011","17 Nov 2011",1,2,"Nineveh"
"k18016","17 Nov 2011","17 Nov 2011",1,1,"Nineveh"
"k18017","17 Nov 2011","17 Nov 2011",2,2,"Baghdad"
"k18004","16 Nov 2011","16 Nov 2011",1,1,"Diyala"
"k18005","16 Nov 2011","16 Nov 2011",1,1,"Baghdad"
"k18006","16 Nov 2011","16 Nov 2011",1,1,"Anbar"
"k18007","16 Nov 2011","16 Nov 2011",1,1,"Anbar"
"k18008","16 Nov 2011","16 Nov 2011",1,1,"Nineveh"
"k18009","16 Nov 2011","16 Nov 2011",1,2,"Salah ad Din"
"k18010","16 Nov 2011","16 Nov 2011",1,1,"Salah ad Din"
"k18011","15 Nov 2011","16 Nov 2011",2,2,"Nineveh"
"k18001","15 Nov 2011","15 Nov 2011",1,1,"Nineveh"
"k18002","15 Nov 2011","15 Nov 2011",1,1,"Nineveh"
"k18003","15 Nov 2011","15 Nov 2011",1,1,"Diyala"
"k17997","14 Nov 2011","14 Nov 2011",3,3,"Nineveh"
"k17998","14 Nov 2011","14 Nov 2011",1,1,"Diyala"
"k17999","14 Nov 2011","14 Nov 2011",1,1,"Nineveh"
"k18000","14 Nov 2011","14 Nov 2011",1,1,"Babil"
"k17990","13 Nov 2011","13 Nov 2011",1,1,"Baghdad"
"k17991","13 Nov 2011","13 Nov 2011",1,1,"Nineveh"
"k17992","13 Nov 2011","13 Nov 2011",1,1,"Baghdad"
"k17993","13 Nov 2011","13 Nov 2011",1,1,"Baghdad"
"k17994","13 Nov 2011","13 Nov 2011",1,1,"Salah ad Din"
"k17995","13 Nov 2011","13 Nov 2011",1,1,"Anbar"
"k17996","13 Nov 2011","13 Nov 2011",1,1,"Baghdad"
"k17987","12 Nov 2011","12 Nov 2011",1,1,"Nineveh"
"k17988","12 Nov 2011","12 Nov 2011",1,1,"Anbar"
"k17989","12 Nov 2011","12 Nov 2011",1,1,"Nineveh"
"k17984","11 Nov 2011","11 Nov 2011",2,2,"Baghdad"
"k17985","11 Nov 2011","11 Nov 2011",1,1,"Diyala"
"k17986","11 Nov 2011","11 Nov 2011",1,1,"Baghdad"
"k17982","10 Nov 2011","10 Nov 2011",1,1,"Baghdad"
"k17983","10 Nov 2011","10 Nov 2011",1,1,"Baghdad"
"k17980","9 Nov 2011","9 Nov 2011",3,3,"Salah ad Din"
"k17981","9 Nov 2011","9 Nov 2011",1,1,"Salah ad Din"
"k17977","8 Nov 2011","8 Nov 2011",1,1,"Nineveh"
"k17978","8 Nov 2011","8 Nov 2011",2,2,"Nineveh"
"k17976","7 Nov 2011","7 Nov 2011",2,2,"Anbar"
"k17974","6 Nov 2011","6 Nov 2011",1,1,"Baghdad"
"k17975","6 Nov 2011","6 Nov 2011",8,8,"Baghdad"
"k17969","5 Nov 2011","5 Nov 2011",3,3,NA
"k17970","5 Nov 2011","5 Nov 2011",1,1,NA
"k17971","5 Nov 2011","5 Nov 2011",1,1,"Baghdad"
"k17972","5 Nov 2011","5 Nov 2011",1,1,"Baghdad"
"k17973","5 Nov 2011","5 Nov 2011",2,4,"Baghdad"
"k17962","3 Nov 2011","3 Nov 2011",1,1,"Anbar"
"k17963","3 Nov 2011","3 Nov 2011",1,1,"Nineveh"
"k17964","3 Nov 2011","3 Nov 2011",1,1,"Nineveh"
"k17965","3 Nov 2011","3 Nov 2011",1,1,NA
"k17966","3 Nov 2011","3 Nov 2011",1,1,"Nineveh"
"k17967","3 Nov 2011","3 Nov 2011",5,5,"Baghdad"
"k17968","3 Nov 2011","3 Nov 2011",4,9,"Diyala"
"k17958","2 Nov 2011","2 Nov 2011",2,2,"Nineveh"
"k17959","2 Nov 2011","2 Nov 2011",1,1,"Baghdad"
"k17960","2 Nov 2011","2 Nov 2011",1,1,"Kirkuk"
"k17961","2 Nov 2011","2 Nov 2011",12,12,"Basra"
"k17956","1 Nov 2011","1 Nov 2011",2,2,"Anbar"
"k17957","1 Nov 2011","1 Nov 2011",1,1,"Salah ad Din"
"k17979","1 Nov 2011","1 Nov 2011",1,1,"Anbar"
"k17953","31 Oct 2011","31 Oct 2011",1,1,"Diyala"
"k17955","31 Oct 2011","31 Oct 2011",1,1,"Babil"
"k17947","30 Oct 2011","30 Oct 2011",1,1,"Diyala"
"k17948","30 Oct 2011","30 Oct 2011",1,1,"Nineveh"
"k17949","30 Oct 2011","30 Oct 2011",1,1,"Nineveh"
"k17950","30 Oct 2011","30 Oct 2011",1,1,"Nineveh"
"k17951","30 Oct 2011","30 Oct 2011",5,5,"Nineveh"
"k17952","30 Oct 2011","30 Oct 2011",1,1,"Baghdad"
"k17954","30 Oct 2011","30 Oct 2011",2,2,"Diyala"
"k17941","28 Oct 2011","29 Oct 2011",1,1,"Diyala"
"k17942","29 Oct 2011","29 Oct 2011",1,1,"Diyala"
"k17943","29 Oct 2011","29 Oct 2011",2,2,"Wasit"
"k17944","29 Oct 2011","29 Oct 2011",1,1,"Salah ad Din"
"k17945","29 Oct 2011","29 Oct 2011",1,1,"Baghdad"
"k17946","29 Oct 2011","29 Oct 2011",1,1,"Nineveh"
"k17938","28 Oct 2011","28 Oct 2011",4,4,"Nineveh"
"k17939","28 Oct 2011","28 Oct 2011",2,2,"Diyala"
"k17940","28 Oct 2011","28 Oct 2011",1,1,"Baghdad"
"k17930","27 Oct 2011","27 Oct 2011",2,2,"Baghdad"
"k17931","26 Oct 2011","27 Oct 2011",1,1,"Baghdad"
"k17932","27 Oct 2011","27 Oct 2011",1,1,"Nineveh"
"k17933","27 Oct 2011","27 Oct 2011",1,1,"Nineveh"
"k17934","27 Oct 2011","27 Oct 2011",2,2,"Baghdad"
"k17935","25 Oct 2011","27 Oct 2011",1,1,"Nineveh"
"k17936","27 Oct 2011","27 Oct 2011",1,1,"Baghdad"
"k17937","27 Oct 2011","27 Oct 2011",34,34,"Baghdad"
"k17924","26 Oct 2011","26 Oct 2011",2,2,"Anbar"
"k17925","26 Oct 2011","26 Oct 2011",1,1,"Salah ad Din"
"k17926","26 Oct 2011","26 Oct 2011",1,1,"Wasit"
"k17927","26 Oct 2011","26 Oct 2011",1,1,"Babil"
"k17928","26 Oct 2011","26 Oct 2011",2,4,"Nineveh"
"k17929","26 Oct 2011","26 Oct 2011",1,1,"Baghdad"
"k17916","25 Oct 2011","25 Oct 2011",4,4,"Nineveh"
"k17917","25 Oct 2011","25 Oct 2011",1,1,"Diyala"
"k17918","25 Oct 2011","25 Oct 2011",3,3,"Diyala"
"k17919","25 Oct 2011","25 Oct 2011",1,1,"Anbar"
"k17920","25 Oct 2011","25 Oct 2011",1,1,"Baghdad"
"k17921","25 Oct 2011","25 Oct 2011",2,2,"Nineveh"
"k17922","25 Oct 2011","25 Oct 2011",1,1,"Babil"
"k17923","25 Oct 2011","25 Oct 2011",2,2,"Baghdad"
"k17907","24 Oct 2011","24 Oct 2011",5,5,"Nineveh"
"k17908","24 Oct 2011","24 Oct 2011",4,4,"Baghdad"
"k17909","24 Oct 2011","24 Oct 2011",1,1,"Diyala"
"k17910","24 Oct 2011","24 Oct 2011",1,1,"Nineveh"
"k17911","24 Oct 2011","24 Oct 2011",1,1,"Nineveh"
"k17912","24 Oct 2011","24 Oct 2011",1,1,"Kirkuk"
"k17913","24 Oct 2011","24 Oct 2011",1,1,"Baghdad"
"k17914","24 Oct 2011","24 Oct 2011",1,1,"Baghdad"
"k17901","23 Oct 2011","23 Oct 2011",1,1,"Nineveh"
"k17902","23 Oct 2011","23 Oct 2011",2,2,"Baghdad"
"k17903","23 Oct 2011","23 Oct 2011",1,1,"Diyala"
"k17904","23 Oct 2011","23 Oct 2011",1,1,"Baghdad"
"k17905","23 Oct 2011","23 Oct 2011",1,1,"Anbar"
"k17906","23 Oct 2011","23 Oct 2011",1,1,"Nineveh"
"k17891","22 Oct 2011","22 Oct 2011",1,1,"Baghdad"
"k17892","22 Oct 2011","22 Oct 2011",1,1,"Anbar"
"k17893","22 Oct 2011","22 Oct 2011",1,1,"Nineveh"
"k17894","22 Oct 2011","22 Oct 2011",1,1,"Nineveh"
"k17895","22 Oct 2011","22 Oct 2011",2,2,"Nineveh"
"k17896","22 Oct 2011","22 Oct 2011",1,1,"Nineveh"
"k17897","22 Oct 2011","22 Oct 2011",2,2,"Nineveh"
"k17898","22 Oct 2011","22 Oct 2011",1,1,"Baghdad"
"k17899","22 Oct 2011","22 Oct 2011",1,1,"Babil"
"k17900","22 Oct 2011","22 Oct 2011",2,2,"Salah ad Din"
"k17886","21 Oct 2011","21 Oct 2011",1,1,"Anbar"
"k17887","20 Oct 2011","21 Oct 2011",1,1,"Babil"
"k17888","21 Oct 2011","21 Oct 2011",1,1,"Anbar"
"k17889","21 Oct 2011","21 Oct 2011",1,1,"Nineveh"
"k17890","21 Oct 2011","21 Oct 2011",3,3,"Nineveh"
"k17883","20 Oct 2011","20 Oct 2011",2,2,"Baghdad"
"k17884","20 Oct 2011","20 Oct 2011",1,1,"Anbar"
"k17885","20 Oct 2011","20 Oct 2011",1,4,"Baghdad"
"k17877","18 Oct 2011","19 Oct 2011",1,1,"Kirkuk"
"k17878","19 Oct 2011","19 Oct 2011",1,1,"Baghdad"
"k17879","19 Oct 2011","19 Oct 2011",2,2,"Nineveh"
"k17881","19 Oct 2011","19 Oct 2011",2,2,"Anbar"
"k17882","19 Oct 2011","19 Oct 2011",2,2,"Nineveh"
"k17876","17 Oct 2011","18 Oct 2011",1,1,"Baghdad"
"k17866","17 Oct 2011","17 Oct 2011",1,1,"Nineveh"
"k17867","17 Oct 2011","17 Oct 2011",1,1,"Anbar"
"k17868","17 Oct 2011","17 Oct 2011",1,1,"Kirkuk"
"k17869","17 Oct 2011","17 Oct 2011",1,1,"Baghdad"
"k17870","17 Oct 2011","17 Oct 2011",1,1,"Diyala"
"k17871","17 Oct 2011","17 Oct 2011",1,1,"Salah ad Din"
"k17872","17 Oct 2011","17 Oct 2011",1,1,"Nineveh"
"k17873","17 Oct 2011","17 Oct 2011",1,1,"Nineveh"
"k17874","17 Oct 2011","17 Oct 2011",1,1,"Nineveh"
"k17875","17 Oct 2011","17 Oct 2011",3,7,"Baghdad"
"k17865","16 Oct 2011","16 Oct 2011",3,3,"Nineveh"
"k17861","15 Oct 2011","15 Oct 2011",1,1,"Nineveh"
"k17862","15 Oct 2011","15 Oct 2011",1,1,"Nineveh"
"k17863","15 Oct 2011","15 Oct 2011",1,1,"Baghdad"
"k17864","15 Oct 2011","15 Oct 2011",1,1,"Diyala"
"k17858","14 Oct 2011","14 Oct 2011",2,2,"Anbar"
"k17859","14 Oct 2011","14 Oct 2011",4,4,"Salah ad Din"
"k17853","13 Oct 2011","13 Oct 2011",1,1,"Anbar"
"k17854","13 Oct 2011","13 Oct 2011",1,1,"Nineveh"
"k17855","13 Oct 2011","13 Oct 2011",1,1,"Anbar"
"k17856","13 Oct 2011","13 Oct 2011",1,1,NA
"k17857","13 Oct 2011","13 Oct 2011",1,1,"Diyala"
"k17860","13 Oct 2011","13 Oct 2011",18,20,"Baghdad"
"k17846","12 Oct 2011","12 Oct 2011",2,2,"Baghdad"
"k17847","12 Oct 2011","12 Oct 2011",1,1,"Kirkuk"
"k17848","12 Oct 2011","12 Oct 2011",1,1,"Baghdad"
"k17849","12 Oct 2011","12 Oct 2011",1,1,"Baghdad"
"k17850","12 Oct 2011","12 Oct 2011",7,8,"Baghdad"
"k17851","12 Oct 2011","12 Oct 2011",1,1,"Qadisiyyah"
"k17852","12 Oct 2011","12 Oct 2011",13,14,"Baghdad"
"k17915","12 Oct 2011","12 Oct 2011",3,3,"Baghdad"
"k17836","11 Oct 2011","11 Oct 2011",2,2,"Nineveh"
"k17837","11 Oct 2011","11 Oct 2011",1,1,NA
"k17838","11 Oct 2011","11 Oct 2011",1,1,"Diyala"
"k17839","11 Oct 2011","11 Oct 2011",1,1,NA
"k17840","11 Oct 2011","11 Oct 2011",1,1,"Nineveh"
"k17841","11 Oct 2011","11 Oct 2011",1,1,"Anbar"
"k17842","10 Oct 2011","11 Oct 2011",1,1,"Nineveh"
"k17843","11 Oct 2011","11 Oct 2011",2,2,"Nineveh"
"k17845","11 Oct 2011","11 Oct 2011",2,2,"Karbala"
"k17828","10 Oct 2011","10 Oct 2011",1,1,"Diyala"
"k17829","10 Oct 2011","10 Oct 2011",1,1,"Baghdad"
"k17830","10 Oct 2011","10 Oct 2011",3,3,"Diyala"
"k17831","10 Oct 2011","10 Oct 2011",1,1,"Baghdad"
"k17832","10 Oct 2011","10 Oct 2011",1,1,"Salah ad Din"
"k17833","10 Oct 2011","10 Oct 2011",1,1,"Baghdad"
"k17834","10 Oct 2011","10 Oct 2011",12,12,"Baghdad"
"k17835","10 Oct 2011","10 Oct 2011",2,2,"Anbar"
"k17822","9 Oct 2011","9 Oct 2011",1,1,"Nineveh"
"k17823","8 Oct 2011","9 Oct 2011",2,2,"Baghdad"
"k17824","9 Oct 2011","9 Oct 2011",1,1,"Nineveh"
"k17825","9 Oct 2011","9 Oct 2011",1,1,"Diyala"
"k17826","9 Oct 2011","9 Oct 2011",1,1,"Anbar"
"k17827","8 Oct 2011","9 Oct 2011",1,1,"Kirkuk"
"k17820","8 Oct 2011","8 Oct 2011",1,1,"Nineveh"
"k17821","8 Oct 2011","8 Oct 2011",1,1,NA
"k17812","7 Oct 2011","7 Oct 2011",1,1,"Baghdad"
"k17813","7 Oct 2011","7 Oct 2011",1,1,"Baghdad"
"k17814","7 Oct 2011","7 Oct 2011",1,1,"Anbar"
"k17815","7 Oct 2011","7 Oct 2011",1,1,"Baghdad"
"k17816","6 Oct 2011","7 Oct 2011",1,1,"Nineveh"
"k17817","7 Oct 2011","7 Oct 2011",1,1,"Nineveh"
"k17818","7 Oct 2011","7 Oct 2011",1,1,"Nineveh"
"k17819","7 Oct 2011","7 Oct 2011",1,1,"Baghdad"
"k17805","6 Oct 2011","6 Oct 2011",3,3,"Baghdad"
"k17806","6 Oct 2011","6 Oct 2011",1,1,"Anbar"
"k17807","6 Oct 2011","6 Oct 2011",1,1,"Nineveh"
"k17809","6 Oct 2011","6 Oct 2011",1,1,"Salah ad Din"
"k17810","6 Oct 2011","6 Oct 2011",2,2,"Baghdad"
"k17811","6 Oct 2011","6 Oct 2011",5,5,"Baghdad"
"k17798","5 Oct 2011","5 Oct 2011",4,4,"Nineveh"
"k17799","5 Oct 2011","5 Oct 2011",1,1,"Nineveh"
"k17800","5 Oct 2011","5 Oct 2011",1,1,"Nineveh"
"k17801","5 Oct 2011","5 Oct 2011",1,1,"Diyala"
"k17802","5 Oct 2011","5 Oct 2011",1,1,"Nineveh"
"k17803","5 Oct 2011","5 Oct 2011",2,2,"Baghdad"
"k17804","5 Oct 2011","5 Oct 2011",1,2,"Anbar"
"k17808","5 Oct 2011","5 Oct 2011",1,1,"Salah ad Din"
"k17791","4 Oct 2011","4 Oct 2011",2,2,"Nineveh"
"k17792","4 Oct 2011","4 Oct 2011",1,1,"Nineveh"
"k17793","4 Oct 2011","4 Oct 2011",1,1,"Baghdad"
"k17794","4 Oct 2011","4 Oct 2011",1,1,"Baghdad"
"k17795","4 Oct 2011","4 Oct 2011",1,1,"Kirkuk"
"k17796","4 Oct 2011","4 Oct 2011",1,1,"Diyala"
"k17797","4 Oct 2011","4 Oct 2011",1,1,"Nineveh"
"k17783","2 Oct 2011","3 Oct 2011",1,1,"Diyala"
"k17784","3 Oct 2011","3 Oct 2011",1,1,"Baghdad"
"k17785","3 Oct 2011","3 Oct 2011",1,1,"Baghdad"
"k17786","3 Oct 2011","3 Oct 2011",1,1,"Baghdad"
"k17787","3 Oct 2011","3 Oct 2011",2,2,"Anbar"
"k17788","3 Oct 2011","3 Oct 2011",1,1,"Diyala"
"k17789","3 Oct 2011","3 Oct 2011",1,1,"Kirkuk"
"k17790","3 Oct 2011","3 Oct 2011",5,5,NA
"k17778","2 Oct 2011","2 Oct 2011",3,3,"Nineveh"
"k17779","2 Oct 2011","2 Oct 2011",4,6,"Baghdad"
"k17780","2 Oct 2011","2 Oct 2011",1,1,"Nineveh"
"k17781","2 Oct 2011","2 Oct 2011",1,1,"Qadisiyyah"
"k17782","2 Oct 2011","2 Oct 2011",1,1,"Nineveh"
"k17772","1 Oct 2011","1 Oct 2011",1,1,NA
"k17773","30 Sep 2011","1 Oct 2011",1,1,"Diyala"
"k17774","30 Sep 2011","1 Oct 2011",1,2,"Diyala"
"k17775","1 Oct 2011","1 Oct 2011",1,1,"Nineveh"
"k17776","1 Oct 2011","1 Oct 2011",1,1,"Nineveh"
"k17777","1 Oct 2011","1 Oct 2011",1,1,"Nineveh"
"k17760","30 Sep 2011","30 Sep 2011",1,1,"Diyala"
"k17761","30 Sep 2011","30 Sep 2011",1,1,"Diyala"
"k17762","30 Sep 2011","30 Sep 2011",1,1,"Diyala"
"k17763","30 Sep 2011","30 Sep 2011",2,2,"Baghdad"
"k17764","23 Sep 2011","30 Sep 2011",1,1,"Kirkuk"
"k17765","30 Sep 2011","30 Sep 2011",2,2,"Baghdad"
"k17766","30 Sep 2011","30 Sep 2011",1,1,"Baghdad"
"k17767","30 Sep 2011","30 Sep 2011",2,2,"Baghdad"
"k17768","30 Sep 2011","30 Sep 2011",1,1,"Diyala"
"k17769","30 Sep 2011","30 Sep 2011",1,1,NA
"k17770","30 Sep 2011","30 Sep 2011",4,4,"Baghdad"
"k17771","30 Sep 2011","30 Sep 2011",25,25,"Babil"
"k17758","29 Sep 2011","29 Sep 2011",1,1,"Baghdad"
"k17759","29 Sep 2011","29 Sep 2011",2,2,"Kirkuk"
"k17754","28 Sep 2011","28 Sep 2011",1,1,"Diyala"
"k17755","28 Sep 2011","28 Sep 2011",1,1,"Diyala"
"k17756","28 Sep 2011","28 Sep 2011",2,2,"Anbar"
"k17757","28 Sep 2011","28 Sep 2011",5,5,"Anbar"
"k17744","27 Sep 2011","27 Sep 2011",1,1,"Nineveh"
"k17745","27 Sep 2011","27 Sep 2011",0,2,"Salah ad Din"
"k17746","27 Sep 2011","27 Sep 2011",1,1,"Anbar"
"k17747","27 Sep 2011","27 Sep 2011",3,3,"Anbar"
"k17748","27 Sep 2011","27 Sep 2011",1,1,"Anbar"
"k17749","27 Sep 2011","27 Sep 2011",1,1,"Baghdad"
"k17750","27 Sep 2011","27 Sep 2011",1,1,"Diyala"
"k17751","27 Sep 2011","27 Sep 2011",1,1,"Baghdad"
"k17752","27 Sep 2011","27 Sep 2011",3,3,"Baghdad"
"k17753","27 Sep 2011","27 Sep 2011",1,1,"Baghdad"
"k17739","26 Sep 2011","26 Sep 2011",1,1,"Baghdad"
"k17740","26 Sep 2011","26 Sep 2011",1,1,"Baghdad"
"k17741","26 Sep 2011","26 Sep 2011",3,3,"Kirkuk"
"k17742","26 Sep 2011","26 Sep 2011",1,1,"Baghdad"
"k17743","26 Sep 2011","26 Sep 2011",1,1,"Qadisiyyah"
"k17731","25 Sep 2011","25 Sep 2011",2,2,"Diyala"
"k17732","25 Sep 2011","25 Sep 2011",1,1,"Baghdad"
"k17733","25 Sep 2011","25 Sep 2011",1,1,"Baghdad"
"k17734","25 Sep 2011","25 Sep 2011",1,1,"Nineveh"
"k17735","25 Sep 2011","25 Sep 2011",2,2,NA
"k17736","25 Sep 2011","25 Sep 2011",2,2,"Anbar"
"k17737","25 Sep 2011","25 Sep 2011",1,1,"Baghdad"
"k17738","25 Sep 2011","25 Sep 2011",16,17,"Karbala"
"k17725","24 Sep 2011","24 Sep 2011",1,1,"Diyala"
"k17726","24 Sep 2011","24 Sep 2011",2,2,"Anbar"
"k17727","24 Sep 2011","24 Sep 2011",3,3,"Nineveh"
"k17728","24 Sep 2011","24 Sep 2011",1,1,"Anbar"
"k17729","24 Sep 2011","24 Sep 2011",1,1,"Diyala"
"k17730","24 Sep 2011","24 Sep 2011",1,1,"Baghdad"
"k17719","23 Sep 2011","23 Sep 2011",1,1,"Nineveh"
"k17720","23 Sep 2011","23 Sep 2011",1,1,"Diyala"
"k17721","23 Sep 2011","23 Sep 2011",1,1,"Nineveh"
"k17722","23 Sep 2011","23 Sep 2011",4,5,"Baghdad"
"k17723","23 Sep 2011","23 Sep 2011",1,1,"Sulaymaniyah"
"k17724","23 Sep 2011","23 Sep 2011",2,2,"Diyala"
"k17712","22 Sep 2011","22 Sep 2011",4,4,NA
"k17713","22 Sep 2011","22 Sep 2011",2,2,"Diyala"
"k17714","22 Sep 2011","22 Sep 2011",3,3,NA
"k17715","22 Sep 2011","22 Sep 2011",1,1,"Babil"
"k17716","22 Sep 2011","22 Sep 2011",2,2,"Salah ad Din"
"k17717","22 Sep 2011","22 Sep 2011",1,1,"Kirkuk"
"k17718","22 Sep 2011","22 Sep 2011",4,4,"Baghdad"
"k17704","21 Sep 2011","21 Sep 2011",1,1,"Baghdad"
"k17705","21 Sep 2011","21 Sep 2011",2,2,NA
"k17707","21 Sep 2011","21 Sep 2011",7,7,"Nineveh"
"k17708","21 Sep 2011","21 Sep 2011",1,1,"Nineveh"
"k17709","21 Sep 2011","21 Sep 2011",1,1,"Baghdad"
"k17711","21 Sep 2011","21 Sep 2011",1,1,"Kirkuk"
"k17696","19 Sep 2011","20 Sep 2011",1,1,"Kirkuk"
"k17697","19 Sep 2011","20 Sep 2011",1,1,NA
"k17698","19 Sep 2011","20 Sep 2011",1,1,"Baghdad"
"k17699","20 Sep 2011","20 Sep 2011",1,1,"Sulaymaniyah"
"k17700","20 Sep 2011","20 Sep 2011",1,1,"Baghdad"
"k17701","20 Sep 2011","20 Sep 2011",1,1,"Nineveh"
"k17702","20 Sep 2011","20 Sep 2011",3,3,"Baghdad"
"k17703","20 Sep 2011","20 Sep 2011",7,7,"Anbar"
"k17710","20 Sep 2011","20 Sep 2011",7,10,NA
"k17688","18 Sep 2011","19 Sep 2011",2,2,"Baghdad"
"k17691","19 Sep 2011","19 Sep 2011",1,1,"Salah ad Din"
"k17692","19 Sep 2011","19 Sep 2011",1,1,"Salah ad Din"
"k17693","19 Sep 2011","19 Sep 2011",1,1,NA
